,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,LATITUDE,LONGITUDE,TRAUMA
127,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DR,ANCHORAGE,AK,99508,(907) 562-2211,GENERAL ACUTE CARE,OPEN,61.1887628800001,-149.8199587,LEVEL III
128,ST. ELIAS SPECIALTY HOSPITAL,4800 CORDOVA ST,ANCHORAGE,AK,99503,(907) 561-3333,LONG TERM CARE,OPEN,61.1764109900001,-149.88011561,NOT AVAILABLE
129,ALASKA PSYCHIATRIC INSTITUTE,3700 PIPER ST,ANCHORAGE,AK,99508,(907) 269-7100,PSYCHIATRIC,OPEN,61.1850968000001,-149.82980155,NOT AVAILABLE
130,NORTH STAR HOSPITAL,2530 DEBARR RD,ANCHORAGE,AK,99508,(907) 258-7575,PSYCHIATRIC,OPEN,61.2079072000001,-149.83348441,NOT AVAILABLE
131,NORTH STAR HOSPITAL - CHRIS KYLE PATRIOTS HOSPITAL,1650 SOUTH BRAGAW ST,ANCHORAGE,AK,99508,(907) 258-7575,PSYCHIATRIC,OPEN,61.20563044,-149.80975832,NOT AVAILABLE
132,NORTH STAR HOSPITAL - RESIDENTIAL TREATMENT CENTER,1500 DEBARR CIRCLE,ANCHORAGE,AK,99508,(907) 865-7100,PSYCHIATRIC,OPEN,61.2081495,-149.8317182,NOT AVAILABLE
133,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE AVE,CORDOVA,AK,99574,(907) 424-8000,CRITICAL ACCESS,OPEN,60.5412547700001,-145.75064915,NOT AVAILABLE
134,KANAKANAK - BRISTOL BAY,6000 KANAKANAK RD,DILLINGHAM,AK,99576,(907) 842-5201,CRITICAL ACCESS,OPEN,59.0000942,-158.5355047,NOT AVAILABLE
135,KETCHIKAN MEDICAL CENTER,3100 TONGASS AVE,KETCHIKAN,AK,99901,(907) 225-5171,CRITICAL ACCESS,OPEN,55.3537186900001,-131.68578842,LEVEL IV
136,NORTON SOUND REGIONAL HOSPITAL,1000 GREG KRUSCHEK AVE,NOME,AK,99762,(907) 443-3311,CRITICAL ACCESS,OPEN,64.49950291,-165.37840769,LEVEL IV
137,PETERSBURG MEDICAL CENTER,103 FRAM ST,PETERSBURG,AK,99833,(907) 772-4291,CRITICAL ACCESS,OPEN,56.8128840800001,-132.95520506,LEVEL IV
138,PROVIDENCE KODIAK ISLAND MEDICAL CENTER,1915 E REZANOF DR,KODIAK,AK,99615,(907) 486-3281,CRITICAL ACCESS,OPEN,57.8008999800001,-152.37560773,LEVEL IV
139,PROVIDENCE SEWARD MEDICAL AND CARE CENTER,417 FIRST AVE,SEWARD,AK,99664,(907) 224-5205,CRITICAL ACCESS,OPEN,60.1050201100001,-149.44642548,LEVEL IV
140,PROVIDENCE VALDEZ MEDICAL CENTER,911 MEALS AVE,VALDEZ,AK,99686,(907) 835-2249,CRITICAL ACCESS,OPEN,61.13653378,-146.34655167,LEVEL IV
141,SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,UTQIAGVIK,AK,99723,(907) 852-4611,CRITICAL ACCESS,OPEN,71.29772504,-156.72903697,LEVEL IV
142,SOUTH PENINSULA HOSPITAL,4300 BARTLETT ST,HOMER,AK,99603,(907) 235-8101,CRITICAL ACCESS,OPEN,59.65247012,-151.55012983,LEVEL IV
143,WRANGELL MEDICAL CENTER - SEARHC,310 BENNETT ST,WRANGELL,AK,99929,(907) 874-7000,CRITICAL ACCESS,OPEN,56.47178239,-132.3758039,LEVEL IV
144,CROSS ROAD MEDICAL CENTER,"187 GLENN HWY, PO BOX 5",GLENNALLEN,AK,99588,(907) 822-3203,GENERAL ACUTE CARE,OPEN,62.108932,-145.540928,NOT AVAILABLE
145,ILIULIUK FAMILY AND HEALTH SERVICES INC,"34 LAVELLE CT, PO BOX 144",UNALASKA,AK,99685,(907) 581-1202,GENERAL ACUTE CARE,OPEN,53.8722442000001,-166.5393244,NOT AVAILABLE
146,LBJ TROPICAL MEDICAL CENTER,"FAGAALU VILLAGE, PO BOX LBJ",PAGO PAGO,AS,96799,(684) 633-4590,GENERAL ACUTE CARE,OPEN,-14.290242,-170.685741,NOT AVAILABLE
147,PHOENIX CHILDREN'S HOSPITAL - MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,(602) 933-4900,CHILDREN,OPEN,33.2872664500001,-111.75197649,NOT AVAILABLE
148,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,(928) 474-3222,CRITICAL ACCESS,OPEN,34.23007678,-111.32065115,LEVEL IV
149,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,(520) 586-2261,CRITICAL ACCESS,OPEN,31.96510498,-110.3081187,LEVEL IV
150,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,(928) 402-1122,CRITICAL ACCESS,OPEN,33.4060443600001,-110.82640787,LEVEL IV
151,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603,(520) 432-6401,CRITICAL ACCESS,OPEN,31.4178109600001,-109.88302823,LEVEL IV
152,DHHS IHS PHOENIX AREA,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,(928) 737-6000,CRITICAL ACCESS,OPEN,35.8021344000001,-110.42669889,NOT AVAILABLE
153,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,(520) 285-3000,CRITICAL ACCESS,OPEN,31.3402868800001,-110.95974713,NOT AVAILABLE
154,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,(928) 669-9201,CRITICAL ACCESS,OPEN,34.1364324800001,-114.28521966,LEVEL IV
155,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,(928) 289-4691,CRITICAL ACCESS,OPEN,35.0358076900001,-110.69250885,LEVEL IV
156,NAVAJO HEALTH FOUNDATION,HIGHWAY 264 WEST AND 191 SOUTH,GANADO,AZ,86505,(928) 755-4500,CRITICAL ACCESS,OPEN,35.7107458200001,-109.54355573,NOT AVAILABLE
157,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,(520) 384-3541,CRITICAL ACCESS,OPEN,32.2649674,-109.83814424,LEVEL IV
158,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,(928) 645-2424,CRITICAL ACCESS,OPEN,36.91764799,-111.46358713,LEVEL IV
159,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,(928) 333-4368,CRITICAL ACCESS,OPEN,34.13173504,-109.28525796,LEVEL IV
160,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,85390,(928) 684-5421,CRITICAL ACCESS,OPEN,33.9783637400001,-112.73993184,LEVEL IV
161,CORNERSTONE SPECIALTY HOSPITALS TUCSON,7220 EAST ROSEWOOD STREET,TUCSON,AZ,85710,(469) 621-6700,LONG TERM CARE,OPEN,32.2312412000001,-110.83808282,NOT AVAILABLE
162,CURAHEALTH NORTHWEST PHOENIX,13060 WEST BELL,SURPRISE,AZ,85378,(972) 414-2872,LONG TERM CARE,OPEN,33.6393944000001,-112.341321,NOT AVAILABLE
163,"KPC PROMISE HOSPITAL OF PHOENIX, LLC",433 EAST 6TH STREET,MESA,AZ,85203,(480) 427-3000,LONG TERM CARE,OPEN,33.42548358,-111.82208245,NOT AVAILABLE
164,SELECT SPECIALTY HOSPITAL - PHOENIX,"350 WEST THOMAS ROAD, 3RD FLOOR",PHOENIX,AZ,85013,(602) 406-6810,LONG TERM CARE,OPEN,33.48214432,-112.07999224,NOT AVAILABLE
165,SELECT SPECIALTY HOSPITAL ARIZONA INC,"1111 EAST MCDOWELL RD, 11TH FLOOR",PHOENIX,AZ,85006,(717) 972-1100,LONG TERM CARE,OPEN,33.4639159500001,-112.06017578,NOT AVAILABLE
166,"SELECT SPECIALTY HOSPITAL - TUCSON, LLC",355 NORTH WILMOT ROAD,TUCSON,AZ,85711,(717) 972-1100,LONG TERM CARE,OPEN,32.22564684,-110.85851627,NOT AVAILABLE
167,HOSPITAL - 6TH AVENUE,3601 S 6TH AVE,TUCSON,AZ,85713,(520) 792-1450,MILITARY,OPEN,32.18123222,-110.96493489,NOT AVAILABLE
168,ARIZONA STATE FORENSIC HOSPITAL,501 NORTH 24TH STREET,PHOENIX,AZ,85008,(602) 220-6000,PSYCHIATRIC,OPEN,33.4550443800001,-112.02934361,NOT AVAILABLE
169,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET,PHOENIX,AZ,85008,(602) 220-6000,PSYCHIATRIC,OPEN,33.45342284,-112.02809075,NOT AVAILABLE
170,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA AVENUE,GLENDALE,AZ,85302,(623) 344-4400,PSYCHIATRIC,OPEN,33.5812353100001,-112.18937168,NOT AVAILABLE
171,AURORA BEHAVIORAL HEALTHCARE - TEMPE,6350 SOUTH MAPLE AVENUE,TEMPE,AZ,85283,(480) 345-5400,PSYCHIATRIC,OPEN,33.3642810100001,-111.93913469,NOT AVAILABLE
172,AVENIR BEHAVIORAL HEALTH CENTER,16561 NORTH PARKVIEW PLACE,SURPRISE,AZ,85374,(480) 229-9894,PSYCHIATRIC,OPEN,33.63441097,-112.38116229,NOT AVAILABLE
173,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 EAST EARLL DRIVE,SCOTTSDALE,AZ,85251,(480) 448-7500,PSYCHIATRIC,OPEN,33.48320442,-111.91887885,NOT AVAILABLE
174,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE,LAKESIDE,AZ,85929,(928) 368-4110,PSYCHIATRIC,OPEN,34.1652321,-109.97538595,NOT AVAILABLE
175,COPPER SPRINGS - EAST,3755 SOUTH ROME STREET,GILBERT,AZ,85297,(480) 667-5500,PSYCHIATRIC,OPEN,33.2821941,-111.750194,NOT AVAILABLE
176,"COPPER SPRINGS HOSPITAL, LLC",10550 WEST MCDOWELL ROAD,AVONDALE,AZ,85392,(480) 565-3035,PSYCHIATRIC,OPEN,33.4652729200001,-112.28768324,NOT AVAILABLE
177,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,1400 NORTH WILMOT ROAD,TUCSON,AZ,85712,(520) 222-8268,PSYCHIATRIC,OPEN,32.2398469,-110.8556645,NOT AVAILABLE
178,"DESTINY SPRINGS HEALTHCARE, LLC",17300 NORTH DYSART ROAD,SURPRISE,AZ,85378,(623) 233-3000,PSYCHIATRIC,OPEN,33.64112837,-112.34380725,NOT AVAILABLE
179,THE GUIDANCE CENTER,2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,(928) 527-1899,PSYCHIATRIC,OPEN,35.20669667,-111.60649395,NOT AVAILABLE
180,"HAVEN BEHAVIORAL SERVICES OF PHOENIX, LLC","1201 SOUTH 7TH AVENUE, SUITE 200",PHOENIX,AZ,85007,(623) 236-2000,PSYCHIATRIC,OPEN,33.4356313500001,-112.08117563,NOT AVAILABLE
181,OASIS BEHAVIORAL HEALTH HOSPITAL,"2190 NORTH GRACE BOULEVARD, BUILDING A",CHANDLER,AZ,85225,(480) 917-9301,PSYCHIATRIC,OPEN,33.3402740600001,-111.84738448,NOT AVAILABLE
182,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD,TUCSON,AZ,85712,(520) 322-2888,PSYCHIATRIC,OPEN,32.25593768,-110.87611878,NOT AVAILABLE
183,"PHOENIX MEDICAL PSYCHIATRIC HOSPITAL, LLC",1346 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,(833) 312-0320,PSYCHIATRIC,OPEN,33.4660456400001,-112.05282546,NOT AVAILABLE
184,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,PHOENIX,AZ,85027,(602) 455-5700,PSYCHIATRIC,OPEN,33.6778566300001,-112.11384238,NOT AVAILABLE
185,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD,TUCSON,AZ,85704,(520) 469-8700,PSYCHIATRIC,OPEN,32.31676456,-111.0073363,NOT AVAILABLE
186,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 EAST VAN BUREN,PHOENIX,AZ,85006,(602) 251-8535,PSYCHIATRIC,OPEN,33.4549441500001,-112.04204647,NOT AVAILABLE
187,TALAS HARBOR AT BUCKEYE,1407 SOUTH 9TH AVENUE,PHOENIX,AZ,85007,(303) 668-2177,PSYCHIATRIC,OPEN,33.4346887,-112.0840587,NOT AVAILABLE
188,TALAS HARBOR AT BULLHEAD CITY,831 LANDON DRIVE,BULLHEAD CITY,AZ,86429,(928) 404-6012,PSYCHIATRIC,OPEN,35.186387,-114.528661,NOT AVAILABLE
189,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE,PHOENIX,AZ,85018,(602) 952-3900,PSYCHIATRIC,OPEN,33.48286813,-112.00597019,NOT AVAILABLE
190,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,(928) 899-7343,PSYCHIATRIC,OPEN,34.59050187,-112.32766139,NOT AVAILABLE
191,BANNER REHABILITATION HOSPITAL - PHOENIX,775 EAST WILLETTA STREET,PHOENIX,AZ,85006,(717) 975-4503,REHABILITATION,OPEN,33.4633930000001,-112.063426,NOT AVAILABLE
192,BANNER REHABILITATION HOSPITAL - WEST,12740 NORTH PLAZA DEL RIO BOULEVARD,PEORIA,AZ,85381,(717) 975-4503,REHABILITATION,OPEN,33.60420695,-112.26179888,NOT AVAILABLE
193,"COBALT REHABILITATION HOSPITAL IV, LLC",13060 WEST BELL ROAD,SURPRISE,AZ,85378,(623) 499-9100,REHABILITATION,OPEN,33.63931726,-112.34113547,NOT AVAILABLE
194,DIGNITY HEALTH EAST VALLEY REHABILITATION HOSPITAL,1515 WEST CHANDLER BOULEVARD,CHANDLER,AZ,85224,(602) 594-5400,REHABILITATION,OPEN,33.305529,-111.8686893,NOT AVAILABLE
195,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF EAST VALLEY,5652 EAST BASELINE ROAD,MESA,AZ,85206,(480) 567-0350,REHABILITATION,OPEN,33.37995297,-111.70987496,NOT AVAILABLE
196,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHWEST TUCSON,1921 WEST HOSPITAL DRIVE,TUCSON,AZ,85704,(520) 742-2800,REHABILITATION,OPEN,32.3185910300001,-111.00846929,NOT AVAILABLE
197,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SCOTTSDALE,9630 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,(480) 551-5400,REHABILITATION,OPEN,33.5830879000001,-111.87281182,NOT AVAILABLE
198,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON,2650 NORTH WYATT DRIVE,TUCSON,AZ,85712,(520) 325-1300,REHABILITATION,OPEN,32.2559568500001,-110.88296381,NOT AVAILABLE
199,"ENCOMPASS HEALTH VALLEY OF THE SUN REHABILITATION HOSPITAL, LLC",13460 NORTH 67TH AVENUE,GLENDALE,AZ,85304,(623) 878-8800,REHABILITATION,OPEN,33.60780443,-112.20389582,NOT AVAILABLE
200,"GLOBALREHAB - SCOTTSDALE, LLC",8850 EAST PIMA CENTER PARKWAY,SCOTTSDALE,AZ,85258,(717) 975-4503,REHABILITATION,OPEN,33.56112225,-111.89026145,NOT AVAILABLE
201,KINGMAN REGIONAL MEDICAL CENTER - HUALAPAI MOUNTAIN CAMPUS,"3801 SANTA ROSA, 2ND FLOOR",KINGMAN,AZ,86409,(928) 757-0602,SPECIAL,OPEN,35.2190708300001,-113.98571896,NOT AVAILABLE
202,MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL,3700 NORTH WINDSONG DRIVE,PRESCOTT VALLEY,AZ,86314,(928) 759-8800,REHABILITATION,OPEN,34.5961893300001,-112.32841054,NOT AVAILABLE
203,"REHABILITATION HOSPITAL OF NORTHERN ARIZONA, LLC",1851 NORTH GEMINI DRIVE,FLAGSTAFF,AZ,86001,(928) 774-7070,REHABILITATION,OPEN,35.21008656,-111.63041947,NOT AVAILABLE
204,YUMA REHABILITATION HOSPITAL - AN AFFILIATION OF ENCOMPASS HEALTH AND YRMC,901 WEST 24TH STREET,YUMA,AZ,85364,(928) 726-5000,REHABILITATION,OPEN,32.68332744,-114.63004394,NOT AVAILABLE
205,ABRAZO ARIZONA HEART HOSPITAL,1930 EAST THOMAS ROAD,PHOENIX,AZ,85016,(602) 532-1000,GENERAL ACUTE CARE,OPEN,33.4808672300001,-112.03966773,NOT AVAILABLE
206,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,(623) 561-1000,GENERAL ACUTE CARE,OPEN,33.6550542000001,-112.20158176,NOT AVAILABLE
207,ABRAZO CAVE CREEK HOSPITAL,5227 EAST CAREFREE HIGHWAY,CAVE CREEK,AZ,85331,(623) 561-1000,GENERAL ACUTE CARE,OPEN,33.7986857400001,-111.96854787,NOT AVAILABLE
208,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,(602) 249-0212,GENERAL ACUTE CARE,OPEN,33.52481593,-112.10218155,NOT AVAILABLE
209,ABRAZO MESA HOSPITAL,5750 EAST BASELINE ROAD,MESA,AZ,85206,(602) 249-0212,GENERAL ACUTE CARE,OPEN,33.380214,-111.7082731,NOT AVAILABLE
210,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,(602) 923-5000,GENERAL ACUTE CARE,OPEN,33.6397581800001,-111.99746997,LEVEL III
211,ABRAZO SURPRISE HOSPITAL,16815 WEST BELL ROAD,SURPRISE,AZ,85374,(623) 561-1000,GENERAL ACUTE CARE,OPEN,33.6374373,-112.4206714,NOT AVAILABLE
212,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,(623) 882-1970,GENERAL ACUTE CARE,OPEN,33.4615884500001,-112.35340015,LEVEL I
213,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,(480) 832-4770,GENERAL ACUTE CARE,OPEN,33.38030393,-111.73480037,NOT AVAILABLE
214,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,(602) 839-2000,GENERAL ACUTE CARE,OPEN,33.46442144,-112.05738174,LEVEL I
215,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1625 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,(520) 874-4189,SPECIAL,OPEN,32.2419737700001,-110.94630651,LEVEL I
216,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,(480) 321-2000,GENERAL ACUTE CARE,OPEN,33.4110054000001,-111.68799961,LEVEL III
217,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,(623) 832-4000,GENERAL ACUTE CARE,OPEN,33.60423473,-112.28366707,LEVEL IV
218,BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85122,(520) 381-6300,GENERAL ACUTE CARE,OPEN,32.88115523,-111.71074859,LEVEL IV
219,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,(623) 524-4000,GENERAL ACUTE CARE,OPEN,33.6596894300001,-112.37250587,LEVEL III
220,BANNER DESERT MEDICAL CENTER,1400 SOUTH DOBSON ROAD,MESA,AZ,85202,(480) 412-3000,GENERAL ACUTE CARE,OPEN,33.3894771600001,-111.87756751,LEVEL I
221,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,(623) 327-4000,GENERAL ACUTE CARE,OPEN,33.4786071400001,-112.25779128,LEVEL IV
222,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,(480) 543-2000,GENERAL ACUTE CARE,OPEN,33.38475362,-111.72300023,LEVEL IV
223,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,(480) 733-3300,GENERAL ACUTE CARE,OPEN,33.39427956,-111.5671567,NOT AVAILABLE
224,BANNER HEALTH,1405 SOUTH ALMA SCHOOL ROAD,CHANDLER,AZ,85286,(480) 256-7000,GENERAL ACUTE CARE,OPEN,33.28557024,-111.85675526,NOT AVAILABLE
225,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,(480) 854-5050,GENERAL ACUTE CARE,OPEN,33.4116920700001,-111.68649231,NOT AVAILABLE
226,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,(480) 394-4030,GENERAL ACUTE CARE,OPEN,33.2144353800001,-111.56559085,LEVEL IV
227,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,(602) 865-4470,GENERAL ACUTE CARE,OPEN,33.6083543,-112.17968539,LEVEL I
228,BANNER - UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,(520) 874-2000,GENERAL ACUTE CARE,OPEN,32.1758547000001,-110.93069873,LEVEL IV
229,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,(520) 263-3001,GENERAL ACUTE CARE,OPEN,31.5524178000001,-110.22977963,LEVEL III
230,CARONDELET MARANA HOSPITAL,5620 CORTARO FARMS ROAD,TUCSON,AZ,85742,(520) 872-4000,GENERAL ACUTE CARE,OPEN,32.3609004300001,-111.08531186,LEVEL I
231,THE CORE INSTITUTE SPECIALTY HOSPITAL,6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,(602) 795-6020,GENERAL ACUTE CARE,OPEN,33.532134,-112.09911252,NOT AVAILABLE
232,DHEW IND HLTH SV - HLTH SV AND MNTH HLTH ADM,"200 WEST HOSPITAL DRIVE, PO BOX 860",WHITERIVER,AZ,85941,(928) 338-4911,GENERAL ACUTE CARE,OPEN,33.8765490000001,-109.95906629,NOT AVAILABLE
233,DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,(928) 674-7001,CRITICAL ACCESS,OPEN,36.1576028600001,-109.6081006,NOT AVAILABLE
234,DIGNITY COMMUNITY CARE,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,(480) 728-3000,GENERAL ACUTE CARE,OPEN,33.29739077,-111.87461186,LEVEL I
235,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,(623) 584-5100,GENERAL ACUTE CARE,OPEN,33.3802854,-112.1670055,NOT AVAILABLE
236,DIGNITY HEALTH ARIZONA GENERAL HOSPITAL,9130 EAST ELLIOT ROAD,MESA,AZ,85212,(480) 410-4500,GENERAL ACUTE CARE,OPEN,33.35075182,-111.63696248,NOT AVAILABLE
237,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,(928) 779-3366,GENERAL ACUTE CARE,OPEN,35.20964623,-111.6439482,LEVEL I
238,FLORENCE HOSPITAL,4545 NORTH HUNT HIGHWAY,FLORENCE,AZ,85132,(480) 358-6100,GENERAL ACUTE CARE,OPEN,33.07313487,-111.48568867,NOT AVAILABLE
239,"FORT DEFIANCE INDIAN HOSPITAL BOARD, INC","CORNER OF ROUTES N12 AND N7, PO BOX 649",FORT DEFIANCE,AZ,86504,(928) 729-8000,GENERAL ACUTE CARE,OPEN,35.75930577,-109.04848784,NOT AVAILABLE
240,GREENBAUM SPECIALITY SURGICAL HOSPITAL,3535 NORTH SCOTTSDALE ROAD,SCOTTSDALE,AZ,85251,(480) 882-4752,GENERAL ACUTE CARE,OPEN,33.4901910400001,-111.92555162,NOT AVAILABLE
241,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,(928) 855-8185,GENERAL ACUTE CARE,OPEN,34.4804539900001,-114.33878975,LEVEL III
242,HONORHEALTH,33400 NORTH 32ND AVENUE,PHOENIX,AZ,85085,(480) 882-4327,GENERAL ACUTE CARE,OPEN,33.7855884300001,-112.13035843,NOT AVAILABLE
243,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,(623) 879-6100,GENERAL ACUTE CARE,OPEN,33.6661282700001,-112.11606718,LEVEL I
244,HONORHEALTH JOHN C. LINCOLN MEDICAL CENTER,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,(602) 331-5862,GENERAL ACUTE CARE,OPEN,33.56914841,-112.07077104,LEVEL I
245,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,(480) 882-4004,GENERAL ACUTE CARE,OPEN,33.4883938500001,-111.92296685,LEVEL I
246,HONORHEALTH SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,(480) 323-3000,GENERAL ACUTE CARE,OPEN,33.58083809,-111.88518409,NOT AVAILABLE
247,HONORHEALTH SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,(480) 324-7001,GENERAL ACUTE CARE,OPEN,33.67112932,-111.9223224,NOT AVAILABLE
248,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,(928) 757-2101,GENERAL ACUTE CARE,OPEN,35.2200708400001,-114.03697743,LEVEL IV
249,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,(480) 342-4201,GENERAL ACUTE CARE,OPEN,33.6590826300001,-111.95644824,NOT AVAILABLE
250,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,(480) 728-8000,GENERAL ACUTE CARE,OPEN,33.2868555800001,-111.75243904,NOT AVAILABLE
251,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,(480) 358-6100,GENERAL ACUTE CARE,OPEN,33.3914970700001,-111.61116328,LEVEL III
252,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,(928) 348-4000,GENERAL ACUTE CARE,OPEN,32.82275472,-109.73515724,LEVEL IV
253,"NORTHWEST HOSPITAL, LLC",6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,(520) 469-8100,GENERAL ACUTE CARE,OPEN,33.60904041,-112.29846083,NOT AVAILABLE
254,"NORTHWEST SAHUARITA HOSPITAL, LLC",16260 SOUTH RANCHO SAHUARITA BOULEVARD,SAHUARITA,AZ,85629,(520) 416-7100,GENERAL ACUTE CARE,OPEN,31.95586934,-110.98527679,NOT AVAILABLE
